Point,Date,Year,Y,X,GREG,WHIB,SWH,SDH,GBHE,GLIB,ROSP,WOST,Veg1,Veg2,Veg3,3 White Total,All Bird Total,Stage
622,2014-01-23,2014,26.87366249,-81.07798132,20,115,35,,,,,,grass,ow,,170,170,13.84
623,2014-01-23,2014,27.09337103,-80.829735,,125,75,,,120,,,ow,phrag,cat,200,320,13.84
624,2014-01-23,2014,26.88716062,-81.07025488,40,135,150,45,,,,,lilly,cat,,325,575,13.84
625,2014-01-23,2014,27.02078182,-80.93857996,55,160,60,50,,250,,,lilly,cat,will,275,575,13.84
626,2014-01-23,2014,27.0143643,-80.98363353,75,165,35,,,600,,,lilly,grass,phrag,275,875,13.84
627,2014-01-23,2014,26.81365309,-80.97939857,5,175,,,,,,,cat,lilly,will,180,180,13.84
628,2014-01-23,2014,26.86894273,-81.07245798,30,190,25,15,,,,,,,,245,260,13.84
629,2014-01-23,2014,26.87558312,-81.08123166,12,225,10,,,,,,grass,lilly,,247,247,13.84
630,2014-01-23,2014,26.86669512,-81.04571611,35,275,60,,,350,,,TTG,spike,ow,370,720,13.84
631,2014-01-23,2014,26.81927534,-81.0193655,,300,,,,,,,lilly,will,cat,300,300,13.84
632,2014-01-23,2014,26.79604607,-80.95418212,,650,25,,,,,,salt,woody,lily,675,675,13.84
633,2014-01-23,2014,26.83760103,-81.04954379,,950,,,,150,,,lilly,cord,TTG,950,950,13.84
634,2014-01-23,2014,26.89096819,-81.07014651,,,,,,100,,,lilly,grass,,0,100,13.84
635,2014-01-23,2014,26.90263169,-81.10575568,,,,,,150,,,,,,0,150,13.84
636,2014-01-23,2014,26.9753887,-81.00493924,127,,298,,,,,,smart,dead grass,,424,424,13.84
637,2014-02-20,2014,26.75135091,-80.68734893,17,5,30,,,,,,smart,Thalia,,52,52,14.01
638,2014-02-20,2014,26.89436252,-81.06429585,7,10,25,5,,30,,,lilly,open,,42,47,14.01
639,2014-02-20,2014,26.88779438,-81.07810881,15,17,115,25,,,,,lilly,open,,147,172,14.01
640,2014-02-20,2014,27.05090513,-80.94465584,21,25,10,,,,,,lilly,pont,,56,56,14.01
641,2014-02-20,2014,26.89111294,-81.07712578,,57,,,,175,,,lilly,chord,tg,57,232,14.01
642,2014-02-20,2014,26.83722091,-81.00659785,1,60,,,,,,,tg,,,61,61,14.01
643,2014-02-20,2014,26.84684333,-81.05212047,,65,,,,,,,tg,spike,,65,65,14.01
644,2014-02-20,2014,26.87179651,-81.05385049,7,69,,,,50,,,tg,spike,,76,126,14.01
645,2014-02-20,2014,27.05466072,-80.95237071,,70,,,,175,,,lilly,cat,tg,70,245,14.01
646,2014-02-20,2014,27.08744067,-80.91305765,,70,,,,50,,,cat,dead,spike,70,120,14.01
647,2014-02-20,2014,26.84883999,-81.03025535,,85,,,,,,,tg,spike,,85,85,14.01
648,2014-02-20,2014,26.90945154,-81.08869549,1,87,,,,,,,chord,tg,spike,88,88,14.01
649,2014-02-20,2014,26.89376498,-81.11209466,7,90,,,,,,,lilly,chord,spike,97,97,14.01
650,2014-02-20,2014,26.89142919,-81.08510125,,155,,,,,,,chord,tg,saw,155,155,14.01
651,2014-02-20,2014,26.895379,-81.10366071,9,155,,,,45,,,lilly,chord,spike,164,209,14.01
652,2014-02-20,2014,26.89588468,-81.11034938,,155,,,,,,,lilly,pont,sag,155,155,14.01
653,2014-02-20,2014,26.93332798,-81.09274554,,165,,,,250,,,lilly,cat,,165,415,14.01
654,2014-02-20,2014,26.85199158,-81.02523258,,216,,,,,,,tg,spike,,216,216,14.01
655,2014-02-20,2014,26.85144458,-81.01230207,1,300,,,,,,,spike,tg,,301,301,14.01
656,2014-02-20,2014,26.84540978,-81.07511446,7,345,,15,,,,,tg,spike,,352,352,14.01
657,2014-02-20,2014,26.91144853,-81.08808219,11,350,,,,10,,,chord,lilly,spike,361,371,14.01
658,2014-02-20,2014,26.84644427,-81.00950117,,650,,,,,,,tg,,,650,650,14.01
659,2014-02-20,2014,26.71412134,-80.8094399,10,,62,,,,,,thalia,open,smart,72,72,14.01
660,2014-02-20,2014,26.76628067,-80.89947805,5,,52,,,,,,lilly,cat,,57,57,14.01
661,2014-02-20,2014,26.97477297,-81.08546812,25,,155,,,,,,sprayed dead,,,180,180,14.01
662,2014-02-20,2014,27.11059383,-80.82144236,2,,5,2,,,,,lilly,,,7,9,14.01
663,2014-02-20,2014,27.15826574,-80.84798433,15,,70,10,,,,,lilly,smart,,85,95,14.01
664,2014-03-03,2014,27.01081624,-81.01131208,,75,50,,,,,,,,,125,125,13.9
665,2014-03-03,2014,27.02074436,-80.99624201,,75,,,,,,,,,,75,75,13.9
666,2014-03-03,2014,26.8877642,-81.07731764,10,90,,,,,,,,,,100,100,13.9
667,2014-03-03,2014,27.00796036,-81.01867382,25,125,,,,,,,,,,150,150,13.9
668,2014-03-03,2014,27.05328735,-80.94473488,50,150,100,,,,,,,,,300,300,13.9
669,2014-03-03,2014,26.90580608,-81.09122071,50,150,,,,,,,,,,200,200,13.9
670,2014-03-03,2014,27.00642454,-81.02518925,50,150,50,,,,,,,,,250,250,13.9
671,2014-03-03,2014,26.86866755,-81.04598299,25,175,25,,,,,,,,,225,225,13.9
672,2014-03-03,2014,27.01942714,-81.00785664,,300,,,,,,,,,,300,300,13.9
673,2014-03-03,2014,26.89789667,-81.10687617,,350,,,,150,,,,,,350,500,13.9
674,2014-03-03,2014,27.04592368,-80.94846415,60,400,25,,,75,,,,,,485,560,13.9
675,2014-03-03,2014,27.1009735,-80.88818067,75,,125,,,60,,,,,,200,260,13.9
676,2014-03-03,2014,27.0193802,-80.98769498,50,,75,,,,,,,,,125,125,13.9
677,2014-03-03,2014,26.90962764,-81.06514729,90,,150,,,,,,,,,240,240,13.9
678,2014-03-03,2014,26.87483654,-81.05823431,40,,,,,,,,,,,40,40,13.9
679,2014-03-03,2014,26.87882633,-81.06094787,25,,,,,50,,,,,,25,75,13.9
680,2014-03-06,2014,26.90168,-81.10152,37,7,80,15,,,,,sedge,cat,,124,139,13.87
681,2014-03-06,2014,26.90664,-81.09861,25,10,10,,,600,,,tg,,,45,645,13.87
682,2014-03-06,2014,27.022,-80.98632,14,12,65,,,,,,spike,cord,tg,91,91,13.87
683,2014-03-06,2014,26.70252,-80.79589,35,15,90,,,,,,bul,thalia,poly,140,140,13.87
684,2014-03-06,2014,26.84167,-81.07322,17,21,10,,,115,,,lilly,tg,,48,163,13.87
685,2014-03-06,2014,26.89662,-81.09449,35,25,90,,,350,,,lilly,cat,pont,150,500,13.87
686,2014-03-06,2014,26.82938,-81.05885,8,35,12,15,,200,,,,,,55,270,13.87
687,2014-03-06,2014,27.01954,-80.9949,37,35,65,,,160,,,,,,108,268,13.87
688,2014-03-06,2014,26.96265,-81.0791,11,45,25,,,,,,thalis,,,81,81,13.87
689,2014-03-06,2014,26.8963,-81.07576,6,65,,,,,,,sag,cord,spike,71,71,13.87
690,2014-03-06,2014,26.8939,-81.08303,3,65,,,,,,,tg,spike,,68,68,13.87
691,2014-03-06,2014,26.84465,-81.08591,,65,,,,,,,lilli,,,65,65,13.87
692,2014-03-06,2014,27.05032,-80.94798,4,70,,,,,,,lilly,cord,spike,74,74,13.87
693,2014-03-06,2014,27.00447,-81.03543,,75,5,,,,,,lilly,cord,tg,80,80,13.87
694,2014-03-06,2014,26.86872,-81.06295,,85,,,,125,,,tg,cord,,85,,13.87
695,2014-03-06,2014,26.69838,-80.769,35,85,,,,700,,,lilly,tg,,120,820,13.87
696,2014-03-06,2014,27.05253,-80.93041,36,85,15,,,350,,,lilly,cat,tg,136,486,13.87
697,2014-03-06,2014,27.03247,-80.97949,5,90,90,15,,,,,spike,lilly,,185,200,13.87
698,2014-03-06,2014,27.10356,-80.89613,12,135,,,,,,,lilly,cord,cpike,147,,13.87
699,2014-03-06,2014,26.69877,-80.76993,,151,,,,,,,tg,phrag,,151,151,13.87
700,2014-03-06,2014,26.8943,-81.07914,,175,,,,,,,tg,cord,,175,175,13.87
701,2014-03-06,2014,26.89473,-81.10506,,190,,,,,,,tg,cord,,190,190,13.87
702,2014-03-06,2014,26.9147,-81.08379,,195,,,,,,,will,cord,,195,195,13.87
703,2014-03-06,2014,27.00829,-81.0291,17,200,5,,,,,,tg,cord,spike,222,222,13.87
704,2014-03-06,2014,26.81599,-80.98515,25,,30,,,,,,thalis,,,55,55,13.87
705,2014-03-06,2014,27.16044,-80.84729,425,,725,55,,,,,smart,sup,,1150,1205,13.87
706,2014-03-06,2014,26.84582,-81.0751,,,50,25,,500,,,treated smart,,,50,575,13.87
707,2014-03-20,2014,26.860799,-81.069784,12,10,15,,,,,,smart,lilly,,37,37,13.68
708,2014-03-20,2014,26.893824,-80.984399,195,15,200,35,,45,,,smart,cat,,410,490,13.68
709,2014-03-20,2014,26.699945,-80.769943,17,19,15,10,,,,,spike,cat,ow,51,61,13.68
710,2014-03-20,2014,26.863927,-81.083128,5,30,12,,,,,,,,,47,47,13.68
711,2014-03-20,2014,27.036948,-80.983523,10,45,,,,300,,,tg,grasses,,55,355,13.68
712,2014-03-20,2014,26.691302,-80.188335,75,50,200,15,,,,,ow,thalia,bul,325,340,13.68
713,2014-03-20,2014,26.704668,-80.799637,285,50,450,150,,150,,,smart,thalia,,785,1085,13.68
714,2014-03-20,2014,26.84535,-81.023764,,55,,,,,,,ow,spike,tg,55,55,13.68
715,2014-03-20,2014,27.054001,-80.944397,,60,,,,85,,,lilly,pont sag,,60,145,13.68
716,2014-03-20,2014,27.096241,-80.903686,,63,,,,15,,,lilly,spike,tg,63,78,13.68
717,2014-03-20,2014,27.006198,-81.025336,30,75,10,,,,,,lilly,pont,sag,115,115,13.68
718,2014-03-20,2014,27.032536,-80.984436,31,85,5,,,,,,lilly,tg,,121,121,13.68
719,2014-03-20,2014,26.865991,-81.080535,6,95,,,,,,,,,,101,101,13.68
720,2014-03-20,2014,26.844208,-81.017823,,105,,,,50,,,spike,ow,,105,155,13.68
721,2014-03-20,2014,27.069697,-80.919647,30,115,5,,,20,,,lilly,cat,pont,150,170,13.68
722,2014-03-20,2014,26.823654,-81.047477,,120,,,,,,,tg,,,120,120,13.68
723,2014-03-20,2014,26.812899,-80.980941,375,125,600,145,,125,,,smart,cat,will,1100,1370,13.68
724,2014-03-20,2014,27.102948,-80.89851,9,145,,,,25,,,tg airboat trail,,,154,179,13.68
725,2014-03-20,2014,26.832424,-80.999563,,175,,,,,,,tg,spike,lilly,175,175,13.68
726,2014-03-20,2014,26.89372,-81.087043,,185,,,,,,,spike,tg,chord,185,185,13.68
727,2014-03-20,2014,27.02248,-80.999131,,235,,,,85,,,lilly,cat,will,235,320,13.68
728,2014-03-20,2014,26.701289,-80.796678,47,,33,,,55,,,smart,cat,,80,135,13.68
729,2014-03-20,2014,26.9505,-81.07508,300,,450,,,,,,smart,,,750,750,13.68
730,2014-03-20,2014,26.950063,-81.077227,20,,45,15,,,,,smart,,,65,80,13.68
731,2014-03-20,2014,26.961682,-81.049823,55,,185,15,,,,,lilly,smart,cat,240,265,13.68
732,2014-03-20,2014,27.106446,-80.877633,35,,15,10,,,,,lilly,cat,pont,50,60,13.68
733,2014-04-03,2014,26.747879,-80.88719,27,1,55,15,,20,,,smarty,woody,,83,118,13.53
734,2014-04-03,2014,26.905274,-81.060063,6,6,,5,,15,,,lilly,,,12,27,13.53
735,2014-04-03,2014,27.053533,-80.933184,25,10,10,,,450,,,lilly,treated tg,,45,495,13.53
736,2014-04-03,2014,26.778548,-80.943651,44,17,40,8,,40,,,sav,thalia,cat,101,149,13.53
737,2014-04-03,2014,26.764126,-80.886434,80,20,125,,,,,,grass,lilly,smart,225,225,13.53
738,2014-04-03,2014,27.068016,-80.924957,25,45,20,,,55,,,lilly,tg,sag,90,145,13.53
739,2014-04-03,2014,26.857307,-81.033511,6,50,35,45,,90,,,lilly,tg,sag,91,226,13.53
740,2014-04-03,2014,26.817243,-80.981236,21,55,115,10,,15,,,lilly airboat,,,191,216,13.53
741,2014-04-03,2014,26.889918,-81.073172,15,55,135,,,35,,,airboat trail off MH,,,205,240,13.53
742,2014-04-03,2014,27.101765,-80.892695,15,55,75,,,85,,,airboat trail off MH,lilly,phrag,145,225,13.53
743,2014-04-03,2014,27.005096,-81.027114,40,65,130,,,300,,,cat,pont,sag,235,535,13.53
744,2014-04-03,2014,27.030777,-80.978185,5,65,10,,,,,,lilly,tg,airboat,80,80,13.53
745,2014-04-03,2014,27.064908,-80.932981,27,65,15,,,,,,airboat,tg,,107,107,13.53
746,2014-04-03,2014,26.838574,-81.021757,65,95,75,40,,55,,,open,lilly,treated tg,235,330,13.53
747,2014-04-03,2014,27.006948,-81.020478,48,95,75,15,,85,,,lilly,pont,sag,218,318,13.53
748,2014-04-03,2014,27.011563,-81.010737,2,95,15,,,300,,,lilly,pont,sag,112,412,13.53
749,2014-04-03,2014,27.026513,-80.990141,22,105,15,,,250,,,lilly,,,142,392,13.53
750,2014-04-03,2014,26.871048,-81.066037,30,115,75,,,,,,lilly,pont,sag,220,220,13.53
751,2014-04-03,2014,26.759943,-80.731247,,125,,,,35,,,,,,125,160,13.53
752,2014-04-03,2014,26.686401,-80.741043,165,145,200,,,,,,smart,bul,thalia,510,510,13.53
753,2014-04-03,2014,27.098455,-80.902767,5,205,,,,45,,,lilly,tg,airboat,255,300,13.53
754,2014-04-03,2014,26.855825,-80.99951,,215,,,,,,,tg,lilly,sag,215,215,13.53
755,2014-04-03,2014,27.020532,-80.987976,,220,,,,,,,lilly,cat,,220,220,13.53
756,2014-04-03,2014,27.046559,-80.950287,110,350,160,30,,225,,,lilly,cat,,620,875,13.53
757,2014-04-03,2014,26.757346,-80.740601,325,,450,,,,,,thalia,smart,,775,775,13.53
758,2014-04-03,2014,26.704864,-80.799631,300,,425,,,,,,smart,thalia,,725,725,13.53
759,2014-04-03,2014,26.710862,-80.807138,95,,195,,,,,,,,,290,290,13.53
760,2014-04-03,2014,26.813264,-80.983388,65,,75,,,25,,,smarty,,,140,165,13.53
761,2014-04-03,2014,26.869803,-81.022155,9,,15,,,85,,,lilly,sag,,24,109,13.53
762,2014-04-03,2014,26.950988,-81.071509,65,,21,,,,,,smart,,,86,86,13.53
763,2014-04-07,2014,26.836581,-81.023554,30,10,35,,,,,,,,,75,75,13.45
764,2014-04-07,2014,26.853539,-81.045376,35,25,35,,,,,,,,,95,95,13.45
765,2014-04-07,2014,27.06001,-80.91945,40,25,30,,,200,,,,,,95,295,13.45
766,2014-04-07,2014,26.869313,-81.067518,75,30,200,,,,,,,,,305,305,13.45
767,2014-04-07,2014,27.047101,-80.948463,30,35,75,30,,,,,,,,140,170,13.45
768,2014-04-07,2014,26.873287,-81.041854,3,65,,,,,,,,,,68,68,13.45
769,2014-04-07,2014,27.03279,-80.984729,35,65,45,,,150,,,,,,145,295,13.45
770,2014-04-07,2014,26.87142,-81.064885,150,75,275,,,,,,,,,525,575,13.45
771,2014-04-07,2014,26.897048,-81.069382,225,75,300,50,,,,,,,,600,650,13.45
772,2014-04-07,2014,27.052225,-80.943698,,75,,,,75,,,,,,75,150,13.45
773,2014-04-07,2014,27.04584,-80.947842,150,125,300,,,,,,,,,475,475,13.45
774,2014-04-07,2014,27.049649,-80.947425,195,125,325,,,125,,,,,,645,770,13.45
775,2014-04-07,2014,27.055926,-80.926956,30,150,10,,,200,,,,,,190,390,13.45
776,2014-04-07,2014,27.059552,-80.920828,175,,125,25,,150,,,,,,300,475,13.45
777,2014-04-07,2014,26.954838,-81.063089,45,,45,,,,,,,,,90,90,13.45
778,2014-04-07,2014,27.070291,-80.919426,25,,25,,,,,,,,,50,50,13.45
779,2014-04-15,2014,26.880686,-81.072377,40,15,25,,,,,,lilly,tg,sag,90,90,13.29
780,2014-04-15,2014,26.864241,-81.068335,12,18,28,,,15,,,lilly,pont,sag,58,73,13.29
781,2014-04-15,2014,27.098929,-80.885263,30,20,30,,,235,,,lilly,dead cat,,80,315,13.29
782,2014-04-15,2014,27.104712,-80.87857,15,20,65,,,65,,,lilly,cat,,100,165,13.29
783,2014-04-15,2014,26.715912,-80.811493,95,25,225,15,,,,,thalia,phrag,hy,345,360,13.29
784,2014-04-15,2014,27.108461,-80.82649,15,25,63,,,,,,wil,cat,phrag,103,103,13.29
785,2014-04-15,2014,26.87014,-81.065906,5,30,45,,,55,,,lilly,ow,ttg,80,235,13.29
786,2014-04-15,2014,27.258019,-80.874837,135,35,115,15,,30,,,frog,ow,thalia,285,330,13.29
787,2014-04-15,2014,26.69859,-80.767244,65,35,55,15,,35,,,ow,thalia,will,155,205,13.29
788,2014-04-15,2014,26.761681,-80.88773,34,35,66,,,30,,,ow,smart,phrag,135,165,13.29
789,2014-04-15,2014,26.814668,-80.983318,30,50,250,,,20,,,smart,trail,cat,330,350,13.29
790,2014-04-15,2014,26.846741,-81.086361,55,75,70,,,,,,ow,pont,sag,200,200,13.29
791,2014-04-15,2014,27.033523,-80.986287,55,75,85,,,250,,,lilly,tg,ow,215,465,13.29
792,2014-04-15,2014,26.815755,-80.980708,115,85,205,25,,,,,lilly,smart,will,370,395,13.29
793,2014-04-15,2014,27.027875,-80.994682,1,95,,,,50,,,lilly,cat,airboat,96,146,13.29
794,2014-04-15,2014,26.875831,-81.073185,80,145,235,,,,,,lilly,,,248,248,13.29
795,2014-04-15,2014,26.693851,-80.761472,125,,155,25,,,,,lilly,wil,cat,280,305,13.29
796,2014-04-15,2014,26.712429,-80.804285,2,,115,5,,,,,ow,thalia,will,117,122,13.29
797,2014-04-15,2014,26.950958,-81.07045,87,,105,,,,,,sprayed smart,,,192,192,13.29
798,2014-04-29,2014,26.71108668,-80.80047176,33,5,27,5,,110,,,smart,phrag,,65,180,13.13
799,2014-04-29,2014,26.75607302,-80.72785799,175,10,165,30,,,,,NA,,,350,380,13.13
800,2014-04-29,2014,26.76398847,-80.88734902,57,11,75,5,,10,,,smart,thalia,,143,158,13.13
801,2014-04-29,2014,27.04173842,-80.94173784,9,20,15,,,50,,,lilly,ow,tg,44,94,13.13
802,2014-04-29,2014,26.89605173,-81.05471752,26,25,,,,40,,,,,,51,91,13.13
803,2014-04-29,2014,26.94941872,-81.07938546,65,30,85,,,10,,,ow,smart,treated,180,190,13.13
804,2014-04-29,2014,26.69536935,-80.76396857,105,35,180,,,35,,,lotus,,,320,355,13.13
805,2014-04-29,2014,27.06039059,-80.92021982,19,35,21,,,10,,,lilly,cat,,75,85,13.13
806,2014-04-29,2014,27.07250596,-80.92298518,10,35,,,,,,,ow,lilly,tg,45,45,13.13
807,2014-04-29,2014,26.77908713,-80.94297367,45,40,85,20,,30,,,ow,smart,cat,170,220,13.13
808,2014-04-29,2014,27.03257139,-80.97465836,1,40,,,,50,,,tg,ow,,41,91,13.13
809,2014-04-29,2014,27.05273054,-80.93273182,5,40,3,,,85,,,lilly,pont,,48,133,13.13
810,2014-04-29,2014,27.03440786,-80.96651936,7,45,35,,,60,,,lilly,ow,spike,87,147,13.13
811,2014-04-29,2014,26.8087884,-80.95040557,42,55,95,15,,85,,,ow,smart,,192,292,13.13
812,2014-04-29,2014,27.02415286,-80.98078033,7,55,,,,,,,,,,62,62,13.13
813,2014-04-29,2014,27.06820797,-80.92490036,62,65,35,,,180,,,lilly,pont,tg,162,342,13.13
814,2014-04-29,2014,27.04801974,-80.93057944,1,70,,,,15,,,lilly,pont,cat,71,86,13.13
815,2014-04-29,2014,26.78313693,-80.94200799,,75,,,,,,,smart,cat,lilly,75,75,13.13
816,2014-04-29,2014,26.83440526,-81.02778252,,75,,,,,,,tg,spike,,75,75,13.13
817,2014-04-29,2014,26.90729161,-81.06278409,21,75,25,,,40,,,lilly,cat,,121,16,13.13
818,2014-04-29,2014,26.83249813,-81.02770315,,95,10,,,5,,,,,,105,110,13.13
819,2014-04-29,2014,26.83307773,-81.0372503,23,115,17,,,,,,lilly,saw,chord,155,155,13.13
820,2014-04-29,2014,26.838747,-81.02847252,55,140,70,,,20,,,ow,tg,pont,265,285,13.13
821,2014-04-29,2014,26.84127272,-81.04062142,16,145,22,,,20,,,tg,,,183,203,13.13
822,2014-04-29,2014,26.8379446,-81.0243337,65,155,95,,,60,,,ow,tg,pont,315,375,13.13
823,2014-04-29,2014,27.00674146,-81.02451148,55,210,75,,,25,,,spike,ow,pont,340,365,13.13
824,2014-04-29,2014,27.02131315,-80.98096775,135,275,85,,,125,,,lilly,smart,cat,495,620,13.13
825,2014-04-29,2014,27.03323909,-80.98575281,25,285,55,,,170,,,lilly,pont,,365,490,13.13
826,2014-04-29,2014,26.8136142,-80.98092148,185,325,350,,,55,,,smart,cat,lilly,860,915,13.13
827,2014-04-29,2014,26.71128533,-80.80549495,185,,345,35,,25,,,smart,thalia,,530,590,13.13
828,2014-04-29,2014,26.89791259,-81.05085916,11,,12,,,15,,,lilly,cat,,23,38,13.13
829,2014-05-15,2014,26.758061,-80.728915,95,10,110,10,,1,,,lilly,cat,thalia,215,226,12.82
830,2014-05-15,2014,26.758002,-80.740401,,25,21,1,,9,,,ow,Lilly,,46,56,12.82
831,2014-05-15,2014,26.731315,-80.71731,25,13,70,1,,,,,ow,floating water lettuce,,108,109,12.82
832,2014-05-15,2014,26.691171,-80.735652,9,30,17,6,,,,,ow,thalia,bul,56,62,12.82
833,2014-05-15,2014,26.686306,-80.738701,16,35,35,15,,,,,open,smart,,86,101,12.82
834,2014-05-15,2014,26.697715,-80.761582,22,135,,20,,2,,,smart,scattered lilly,,157,179,12.82
835,2014-05-15,2014,26.702602,-80.795291,17,120,40,25,,,,,ow,lotus,sub,177,202,12.82
836,2014-05-15,2014,26.717489,-80.809374,30,5,140,40,,30,,,ow,mud,,175,245,12.82
837,2014-05-15,2014,26.786483,-80.948808,110,235,140,,,,,,ow,cat,,485,485,12.82
838,2014-05-15,2014,26.782164,-80.943074,,132,,10,,,,,ow,will,,132,142,12.82
839,2014-05-15,2014,26.792384,-80.952111,35,195,155,,,75,,,ow,button,lilly,385,460,12.82
840,2014-05-15,2014,26.830858,-81.037975,18,50,145,2,,25,,,ow,lilly,saw,213,240,12.82
841,2014-05-15,2014,26.866801,-81.023862,4,55,4,15,,12,,,ow,lilly,tg,63,90,12.82
842,2014-05-15,2014,26.892729,-81.060924,30,45,65,10,,,,,lilly,cat,,140,150,12.82
843,2014-05-15,2014,27.068345,-80.919523,75,85,175,,,15,,,ow,lilly,,335,350,12.82
844,2014-05-15,2014,27.099186,-80.825999,11,,28,,,,,,ow,hydro c,trees,39,39,12.82
845,2014-12-04,2014,26.722109,-80.84216,14,51,31,4,0,0,0,,,,,96,100,15.57
846,2014-12-04,2014,26.877901,-81.097642,12,56,0,0,1,0,0,,,,,68,69,15.57
847,2014-12-19,2015,26.755164,-80.700793,10,0,45,5,1,0,0,,,,,55,61,15.32
848,2014-12-19,2015,26.805164,-80.958343,5,80,0,0,0,0,0,,,,,85,85,15.32
849,2014-12-19,2015,26.9628,-81.049255,0,0,115,0,0,0,0,,,,,115,115,15.32
850,2014-12-19,2015,26.956316,-81.053839,7,0,110,2,0,0,0,,,,,117,119,15.32
851,2014-12-19,2015,27.081364,-80.938271,17,40,10,0,0,105,0,,,,,67,172,15.32
852,2014-12-19,2015,27.087739,-80.931838,55,260,35,0,0,50,0,,,,,350,400,15.32
853,2014-12-19,2015,27.087143,-80.934057,15,130,12,21,0,0,2,,,,,157,180,15.32
854,2015-01-08,2015,26.75318,-80.723922,0,38,0,10,0,20,0,,,,,38,68,15.17
855,2015-01-08,2015,26.690655,-80.737784,45,0,35,0,0,0,0,,,,,90,80,15.17
856,2015-01-08,2015,26.689865,-80.740437,40,25,75,15,3,0,0,,,,,140,158,15.17
857,2015-01-08,2015,26.701846,-80.811194,5,40,5,0,0,0,0,,,,,50,50,15.17
858,2015-01-08,2015,26.701334,-80.813801,250,50,150,75,0,0,0,,,,,450,525,15.17
859,2015-01-08,2015,26.81671,-80.980928,50,15,55,0,0,0,0,,,,,120,120,15.17
860,2015-01-08,2015,26.846917,-81.075501,10,45,10,5,0,0,0,,,,,65,70,15.17
861,2015-01-08,2015,26.873638,-81.089831,29,25,0,5,0,0,0,,,,,54,59,15.17
862,2015-01-08,2015,26.893931,-80.97899,10,50,35,30,0,60,0,,,,,95,185,15.17
863,2015-01-08,2015,26.919365,-81.090813,14,60,0,0,0,10,0,,,,,74,84,15.17
864,2015-01-08,2015,26.915661,-81.091002,12,125,0,0,5,0,0,,,,,127,142,15.17
865,2015-01-08,2015,26.954763,-81.064777,45,1,15,45,1,10,0,,,,,61,117,15.17
866,2015-01-08,2015,26.960342,-81.075165,15,0,30,0,1,0,0,,,,,45,46,15.17
867,2015-01-08,2015,26.961475,-81.075835,15,2,25,15,0,35,0,,,,,42,92,15.17
868,2015-01-08,2015,26.958218,-81.053517,50,0,350,300,0,35,0,,,,,400,735,15.17
869,2015-01-08,2015,27.035099,-80.979442,3,4,0,0,0,180,0,,,,,7,187,15.17
870,2015-01-08,2015,27.081695,-80.935305,30,155,30,95,0,350,0,,,,,185,660,15.17
871,2015-01-08,2015,27.090957,-80.92164,12,280,5,35,0,25,0,,,,,292,357,15.17
872,2015-01-08,2015,27.106668,-80.912295,10,0,60,30,0,400,0,,,,,70,500,15.17
873,2015-01-08,2015,27.110422,-80.910851,45,35,15,10,0,15,0,,,,,95,120,15.17
874,2015-01-08,2015,27.135634,-80.867143,2,0,75,0,0,0,0,,,,,77,77,15.17
875,2015-01-08,2015,27.146011,-80.862378,2,0,45,0,0,0,0,,,,,47,47,15.17
876,2015-01-22,2015,26.747594,-80.689651,45,35,155,0,5,0,0,,,,,235,240,14.88
877,2015-01-22,2015,26.75415,-80.726302,0,12,34,20,0,0,0,,,,,46,66,14.88
878,2015-01-22,2015,26.702052,-80.810977,19,10,25,8,0,0,0,,,,,54,62,14.88
879,2015-01-22,2015,26.763412,-80.88756,16,8,17,12,2,0,0,,,,,41,55,14.88
880,2015-01-22,2015,26.836296,-80.985239,60,235,0,0,1,0,0,,,,,295,296,14.88
881,2015-01-22,2015,26.914663,-81.096134,13,155,0,0,0,0,0,,,,,168,168,14.88
882,2015-01-22,2015,26.948891,-81.091285,20,0,115,12,0,0,0,,,,,135,147,14.88
883,2015-01-22,2015,26.955717,-81.058007,0,0,47,0,0,0,0,,,,,47,47,14.88
884,2015-01-22,2015,26.959588,-81.0521,0,0,51,0,0,0,0,,,,,51,51,14.88
885,2015-01-22,2015,27.080177,-80.943614,6,315,0,0,1,0,0,,,,,315,322,14.88
886,2015-01-22,2015,27.086315,-80.932669,13,130,5,0,0,0,0,,,,,148,148,14.88
887,2015-01-22,2015,27.089008,-80.924196,11,95,0,0,0,0,0,,,,,106,106,14.88
888,2015-01-22,2015,27.099578,-80.82631,15,10,70,0,3,0,0,,,,,95,98,14.88
889,2015-02-05,2015,26.804887,-80.957616,3,55,0,0,0,0,0,,,,,58,58,14.66
890,2015-02-05,2015,26.848515,-81.085782,3,51,0,0,1,0,0,,,,,54,55,14.66
891,2015-02-05,2015,26.953128,-81.087731,15,0,115,0,0,0,0,,,,,130,130,14.66
892,2015-02-05,2015,27.067401,-80.949201,22,450,0,20,0,50,0,,,,,472,542,14.66
893,2015-02-19,2015,26.75096501,-80.68707794,60,75,25,0,2,0,0,,,,,160,162,14.78
894,2015-02-19,2015,26.7025689,-80.80330099,95,30,25,0,0,0,0,,,,,150,150,14.78
895,2015-02-19,2015,26.70197974,-80.81075493,55,15,10,20,0,0,0,,,,,80,100,14.78
896,2015-02-19,2015,26.84245038,-81.07054314,12,60,0,30,0,90,0,,,,,72,192,14.78
897,2015-02-19,2015,26.85489181,-81.08249062,20,325,0,0,6,0,0,,,,,345,351,14.78
898,2015-02-19,2015,26.89385525,-80.97789997,21,85,25,0,1,0,0,,,,,131,132,14.78
